index,level,title,sha256,md5,easy,hard,AAA,easy discrimination,hard discrimination,AAA discrimination,easy recommend,hard recommend,AAA recommend,lamp
75,sl9,CYCLONE,b1e3d4142e87ecd75f19082f5883784a9342742f8d185a5fe0eec94b431b9e6e,0c38eafa5cf3a4440832242fd1bd2ef7,43.283373037579786,57.790679512398334,60.689808528718714,0.10966397761610756,0.24270941707329485,0.12919684176168686,0.0,0.0,0.0,0.0
76,sl5,reverieland [DPYoither],bd4f1d7a0119fef01229279529f1ab263ff7ce869993ee86929c20c0a676119f,0c5f9d1948d964fb20696261f632a199,28.17732633159885,44.16127026558334,34.33241640431663,0.22281263154513337,0.13610191652183384,0.14758366974558515,0.0,0.0,0.0,0.0
77,★8,Brain Analysis [14KEYS ANOTHER],da17094fc67a53ce1401de4ef60b69c855f5e023df4ef267c0552e87dbc8de23,0c73787ea3d146c6dd41577862c802a1,40.67316982003763,60.027280331704915,73.94501777113936,0.0878660710877859,0.20435065712212827,0.12691206906369434,0.0,0.0,0.0,0.0
78,★★10,"It's ""alice"" dream [6 A.M.]",4ff17f3ab6795b44d2162ebb40c8861665c52d20c345b430ee41e77272624ee8,0c7556cf95085a7c4d82335ca4690784,81.92337655299993,83.24469052044171,97.96764281769045,0.28001615283407477,0.3415518602185537,0.1671054832949666,0.0,0.0,0.0,0.0
79,sl10,異説彼岸花 第二 -終世のリコリス- [DP INSANE],fb76c6378ab092d937d33d245f8e71159386ec8c1906fde11ed77a82f5572da2,0c828e4a9805195c688972d2d58b89ad,49.622153544972036,61.279185672309474,51.84361761343524,0.10052711488164259,0.22679324291915487,0.15792131723198366,0.0,0.0,0.0,0.0
80,★★5,osmosis [DP FingerDance],422283286dac8f1126a1e22a1c3c7cde43ce3b9851d6eda3ae032ae1981ad309,0c89632e286f70f8cbc47487fa023fc4,59.740048682843,73.62233984752547,64.47964464227582,0.2244530756605635,0.2498519175742117,0.1707127039482935,0.0,0.0,0.0,0.0
81,★12,AutumnBreeze [DP えぬTHER+],775ed6fd28f2444c7077c59564943b55276dc58fac55c69b100dcdf1850c874d,0c933c11ffdf881c10d51d46b418a099,54.734359194687926,73.44985456532318,75.12974191402807,0.09329744776088085,0.24051582272944294,0.14313248785629573,0.0,0.0,0.0,0.0
82,★★1,beyond the limit -uranus-,cf781ce030be23b8bff5d4135e19d39d1556616ef47240df0965464090896240,0c9e0b649ffa4a5504f33e9065ff3c90,48.16889188832107,67.3036371753319,60.27496962910132,0.10576695476467589,0.2888071157026294,0.13164681101198175,0.0,0.0,0.0,0.0
83,★★1,rainy beauty [Peggle14],541677c35f1744fdc875ceaa35e347e3ef8c548f8ea410374c991552ffa8e197,0cc1976901c61df43d6e8f3999cdf995,49.43865606919161,59.37378649060049,50.78255768374904,0.13275517170183973,0.2013913741323775,0.14192120929651642,0.0,0.0,0.0,0.0
84,sl1,未来のコピヌ [DP ANOTHER],d056774e439cfc4ce7b533a5f06676ac1567ed928434278673cdf71131152500,0cd0f1fd400d046f27423c3ceb750d5c,14.60427318708558,26.947591663153656,27.95768685886082,0.2398659742055971,0.22329695315651815,0.21238442011351577,0.0,0.0,0.0,0.0
85,★7,Central Nucleus [DP INSANE],b42c379de207fc0f4b808281299f086dfd793d32c317799c08aa67a9fb76e76b,0d0d9db6e6a6a9e2c5cbbefe15a9c6b0,36.80860682685146,53.35972065407735,53.111376731107974,0.14898563466560735,0.2548261084943532,0.15438450478208146,0.0,0.0,0.0,0.0
86,★11,歪んだ神,baac7253bb752df51f39a50910f21da66cafdb08a86e641c34faa25f12246f13,0d28c2625be1262834f192b93f0ad425,57.88782747850537,68.37983127298473,65.1041075808904,0.1568052853297666,0.24990861463425276,0.1410233408434569,0.0,0.0,0.0,0.0
87,sl0,LOVE [DP Another LOVE],bf44f6597d5942722411ea6d80fc63dfb47a2f8b2d481790513ea20ca91b6b50,0dd86631a775185e6c5a51d1a4d85fb8,11.816447987698833,20.26772639563711,10.818584623619845,0.1383224256379228,0.06032108606352566,0.14224712360991565,0.0,0.0,0.0,0.0
88,sl10,H.S : Hadron Strike [DP ANOTHER],a79497dc74ca758dd42dbd0a36ebea1fd3c9f2ea7c6aada2a16358a44ccf4809,0e05593e0b01c2fa57281cc42c22cdb0,48.82864186765263,62.81467673618415,61.78257894062168,0.11780141233081509,0.24722173521897453,0.15195767085600626,0.0,0.0,0.0,0.0
