,clear ability,score ability
u_157833,33.09875176009772,3.0360932351387504
u_170,22.16379236382824,1.0578461040324396
u_50893,8.429010970103219,-0.00014633616747089585
u_152207,18.068830272662975,0.19380483959697364
u_1333,38.01499229068138,1.2373568180340175
u_1952,26.18505460980342,6.277391684134572
u_27612,15.647061246035033,0.45604338601357447
u_93840,45.59123738042686,3.4772963536565054
u_51164,0.578676483026985,-0.00044355354498049526
u_123918,5.5156724118125675,2.3827902958221263
u_139607,54.08116751478035,51.05078912436477
u_85417,1.7677636659485434,0.92080760620826
u_38182,42.628529102448574,2.447479774908325
u_165526,3.5717138564943856,-0.026313021689341146
u_130368,0.4020323843538744,-0.22956545344738977
u_32306,41.61675733966099,30.996352992915227
u_132354,3.0969636202675255,0.8354973671483453
u_2171,8.932355904563293,-0.0003883736576591625
u_8150,41.60299593294554,-0.21985433574763377
u_107107,3.843670243563261,0.35039435865019314
u_31757,4.189248102598375,-1.6347443850194267e-05
u_70045,50.91548874015194,9.607319649410101
u_5072,25.48324086047552,6.564659842216421
u_27696,3.5545937544601993,-0.00011963444472101986
u_86885,11.843997453762647,-0.23714414317137747
u_31155,0.13413558915227716,-0.21935176620286465
u_38357,14.976732545155599,0.5355274906503563
u_28794,70.08850650578017,54.00017581930154
u_2355,13.933711095115662,0.5741687291189687
u_16355,31.53634550840755,1.0034852973266095
u_70821,69.21928056374864,65.48146213599058
u_33590,15.406373333571251,0.5091278502349271
u_144764,42.63324537470329,14.097059060943248
u_32328,45.12764494331728,8.967235319505914
u_13303,55.05669706439324,36.35181279470437
u_57476,9.236211851059696,-0.0037240240416417177
u_11429,14.864848466793552,-0.0007855951708261715
u_87094,31.247823192805633,24.175343587734478
u_20912,1.3557773821397565,-1.7148832727206983e-05
u_64761,21.606547327739225,3.2500468685342234
u_25390,21.437392549278513,-0.00031680110191253203
u_138222,11.483881181365062,3.2281897815652627
u_21996,0.5841928329952253,-0.000363692358524921
u_160422,6.057967236590562,0.10374584993335978
u_176951,31.02689212373423,3.0990898594747063
u_47586,38.77904822427354,0.522391790881704
u_84133,4.9200159559765595,-0.0012033409503856484
u_3927,20.242578104482103,1.8094746735212854
u_143139,6.25944930320487,4.045419115309679
u_147493,45.65801566739081,1.0720951272808543
u_53835,29.79759333664501,15.850254705354498
u_13134,47.552858246895894,11.300764689611999
u_142127,1.3058105316497928,-0.0009437539570111838
u_169249,7.826857127115373,8.16950842223518
